"KEY","WELL","ITER","LAG","p_trend","AIC","BIC","logLik","beta_intercept","beta_interp","beta_event","p_interp","p_event","n_obs"
"199-D4-14__ITER1","199-D4-14",1,21,0.269039949507689,33.1598068263655,33.9555973719622,-13.5799034131828,133.779993370451,-0.992401972102608,-0.000980399665480824,0.0904725435701392,0.453958898636294,11
"199-D4-14__ITER2","199-D4-14",2,21,2.23796676949162e-05,464.282623649176,470.506599225889,-229.141311824588,42.8960865730238,-0.327086767138949,-0.000129884534932665,5.53320921144726e-06,0.00403243799913901,166
"199-D4-19__ITER1","199-D4-19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D4-19__ITER2","199-D4-19",2,11,4.98758446958458e-05,54.1268329156896,56.79124193604,-24.0634164578448,-165.661489386342,1.33713968050908,0.000564009746601381,5.20813139749451e-05,0.00537054118186056,28
"199-D4-22__ITER1","199-D4-22",1,21,0.0924775760467332,23.7192681068389,24.1137172615113,-8.85963405341943,51.772284115801,-0.336928158643305,-0.000376138052111656,0.0250209133627073,0.104879917996396,9
"199-D4-22__ITER2","199-D4-22",2,21,7.45240785748891e-08,49.6179766985791,52.2823857189295,-21.8089883492896,48.4877113954687,-0.249156873198992,-0.000888675099780218,0.278381690743007,3.51336326419874e-10,28
"199-D4-23__ITER1","199-D4-23",1,1,0.513506743813254,29.9921812741848,30.5973514601729,-11.9960906370924,-18.9383772809737,0.164511818834354,0.000199155964394665,0.23252563923607,0.598279574333031,10
"199-D4-23__ITER2","199-D4-23",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D4-27__ITER1","199-D4-27",1,27,2.30847921369737e-05,62.6083510888272,65.2000248208358,-28.3041755444136,250.794298528939,-1.73111925180301,-0.00296332554670832,1.21416021087114e-07,0.000469405743509473,27
"199-D4-27__ITER2","199-D4-27",2,27,0.254333606129071,28.5869485799652,29.1921187659533,-11.2934742899826,84.9536980844853,-0.649294967992333,-0.000381812120462573,0.171933300105262,0.0774570958024965,10
"199-D4-31__ITER1","199-D4-31",1,20,0.000580916004143561,56.1858100822827,58.5419177429786,-25.0929050411413,120.194448060435,-0.873934183768609,-0.000816192118346815,1.00023588998949e-05,0.157955571309473,24
"199-D4-31__ITER2","199-D4-31",2,20,0.748506218521843,39.2724951292084,40.4023938441315,-16.6362475646042,-2.77664872955012,0.0468080771065014,2.1002986914328e-05,0.44172377999267,0.61733808657249,13
"199-D4-34__ITER1","199-D4-34",1,2,8.19251483800132e-05,26.7138538194125,28.1299542216169,-10.3569269097062,145.860789450774,-1.20451680940547,2.7965787613277e-05,2.53473589227942e-09,0.970738145898924,15
"199-D4-34__ITER2","199-D4-34",2,10,1.78990156030068e-12,292.46278974987,298.037773235434,-143.231394874935,47.8080480255642,-0.334227622485197,-0.000325775199040162,1.29543607213514e-07,1.09513847763299e-13,120
"199-D4-38__ITER1","199-D4-38",1,1,0.875361169352476,28.2146088511481,28.6090580058205,-11.107304425574,25.1023987030642,-0.167469142690409,-3.78806966995023e-05,0.620214392416188,0.958351334137284,9
"199-D4-38__ITER2","199-D4-38",2,1,2.37365682664858e-13,499.356701394288,505.829585319948,-246.678350697144,95.1665175799247,-0.76093576161653,-0.000259091233797904,1.86481990537949e-15,9.0838509679426e-06,188
"199-D4-39__ITER1","199-D4-39",1,23,0.0125413687693539,19.7234010818307,20.1178502365032,-6.86170054091536,-18.2410863890229,-0.00933727005434233,0.00178946734952059,0.958522076632335,0.00246580264278922,9
"199-D4-39__ITER2","199-D4-39",2,23,9.07052211118753e-13,378.018754744846,383.999619918403,-186.009377372423,57.1157259822181,-0.372488048524181,-0.000653026726846906,0.00110924094827162,2.83832785426678e-16,147
"199-D4-48__ITER1","199-D4-48",1,6,0.00198192797874319,33.7654047304875,35.043519389718,-13.8827023652437,229.878377307681,-1.83316740680313,-0.000809039337538538,0.000334957266736271,0.544883688635961,14
"199-D4-48__ITER2","199-D4-48",2,6,0.0503752153576532,34.9025635150085,36.0324622299316,-14.4512817575043,111.565790378932,-0.919339108178105,-0.000156409065464964,0.0424020631546155,0.201931380157809,13
"199-D4-50__ITER1","199-D4-50",1,29,0.00100649915724504,33.9338411531435,35.3499415553479,-13.9669205765717,261.845173761601,-1.78709455949848,-0.00331651048509069,7.65069423160692e-05,0.00238280440869803,15
"199-D4-50__ITER2","199-D4-50",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D4-56__ITER1","199-D4-56",1,28,0.00337715615146694,34.9828326934562,36.2609473526867,-14.4914163467281,336.734863608224,-2.27464536809351,-0.00457692963990671,0.0005456121653521,0.0077983613189852,14
"199-D4-56__ITER2","199-D4-56",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D4-60__ITER1","199-D4-60",1,84,0.0113305277523752,18.9832186352564,19.1421017186161,-6.4916093176282,249.958250396399,-0.265914494379888,-0.0151095445469671,0.646159196869153,0.00554180135199044,8
"199-D4-60__ITER2","199-D4-60",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D4-68__ITER1","199-D4-68",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D4-68__ITER2","199-D4-68",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D4-78__ITER1","199-D4-78",1,7,0.665551754269426,49.8963363978627,51.4415138423423,-21.9481681989314,42.5845476735363,-0.254189207679458,-0.000692977689530618,0.634431630076247,0.403958189730216,16
"199-D4-78__ITER2","199-D4-78",2,7,0.00292675392294806,31.0250446271218,32.3031592863523,-12.5125223135609,-1.3796732001525,-0.00753118119044841,0.000241630459140401,0.950524265062398,0.0002577930055097,14
"199-D4-83__ITER1","199-D4-83",1,17,0.0928118302216163,23.7264839438195,24.1209330984919,-8.86324197190974,30.5196212055832,-0.289167873396277,0.000532514035083978,0.119472311995359,0.203944892303313,9
"199-D4-83__ITER2","199-D4-83",2,17,6.30758580921764e-08,371.507484524533,377.31803408141,-182.753742262267,61.0570934912469,-0.467314431876131,-0.00028830863787203,3.31604757529137e-06,6.99185115406162e-06,135
"199-D4-84__ITER1","199-D4-84",1,2,0.0116822100761729,22.4257893062527,23.0309594922408,-8.21289465312633,2.9336820182709,-0.0401554962495481,0.00040250214355689,0.442820719115215,0.000606452127297247,10
"199-D4-84__ITER2","199-D4-84",2,2,3.66373598126302e-15,95.4313000113041,99.4820033927744,-44.715650005652,53.2338480732125,-0.267314121029113,-0.00120121350707034,2.47303599778089e-08,5.81715980750027e-29,56
"199-D4-84__ITER3","199-D4-84",3,2,0.00186676183926893,328.330117275398,333.819981532125,-161.165058637699,35.512254008102,-0.293977418634501,3.56211048512543e-05,0.00116190037946606,0.614716976447398,115
"199-D4-85__ITER1","199-D4-85",1,8,0.107651407720469,21.1770514334188,21.3359345167785,-7.58852571670942,-27.3248449203101,0.273935129551425,-0.000185439515450223,0.0433523357690306,0.649012172410206,8
"199-D4-85__ITER2","199-D4-85",2,8,0.0865682851662133,486.507799645883,492.755727604689,-240.253899822941,10.3240731645515,-0.0598184853379736,-8.11683288543256e-05,0.303350804412712,0.0262127558611826,168
"199-D4-86__ITER1","199-D4-86",1,8,0.0701478847354855,20.3204661376021,20.4793492209618,-7.16023306880104,3.39030270136176,-0.0706199029999714,0.000517647656257306,0.274014881705447,0.08471908023085,8
"199-D4-86__ITER2","199-D4-86",2,8,8.43889380524043e-05,78.3615682251787,81.229542634149,-36.1807841125893,71.4635801539133,-0.591998823200166,-2.41755191990343e-05,0.000116082902827973,0.798887741162562,31
"199-D4-95__ITER1","199-D4-95",1,37,0,62.6844530735322,66.9062008018788,-28.3422265367661,47.2745398517112,-0.14482556054548,-0.00170998311990819,4.99037042794655e-05,9.45529202222589e-73,61
"199-D4-95__ITER2","199-D4-95",2,8,0.00679619721709213,237.694850178507,242.580152691488,-115.847425089253,26.2101260069144,-0.178337240233391,-0.000160725359502269,0.00343926615013417,0.0439027091464543,85
"199-D4-95__ITER3","199-D4-95",3,57,7.59010856343778e-05,114.559156205403,118.216438998381,-54.2795781027016,40.0170922573358,-0.335835103107988,8.84271849238693e-05,1.89766463390126e-05,0.549178144570037,46
"199-D4-96__ITER1","199-D4-96",1,15,0,217.133215641455,222.587991278879,-105.566607820727,39.3881501401901,-0.150489345311962,-0.00108154011692741,0.0234632517222035,8.38433914748022e-44,113
"199-D4-96__ITER2","199-D4-96",2,10,0.0551209559864532,190.197565156576,194.606950395358,-92.098782578288,-26.8619554881885,0.249665442027056,-5.27885528943473e-07,0.0139075919989706,0.996233743707736,67
"199-D4-97__ITER1","199-D4-97",1,64,0,258.43914605743,264.158770866153,-126.219573028715,11.6925111466316,0.0477838678976525,-0.000865643148452623,0.459514788435005,7.01898968757938e-38,129
"199-D4-97__ITER2","199-D4-97",2,48,0.113208949339839,163.507331882155,167.558035263626,-78.7536659410777,18.9604962547616,-0.204958466418617,0.000339449356519715,0.206790128138078,0.195944395291426,56
"199-D5-101__ITER1","199-D5-101",1,63,0,165.531642529323,171.719142930936,-79.7658212646613,11.5628872823103,0.0934805496464732,-0.00115351956925305,0.0584753144347418,1.50213991792788e-190,163
"199-D5-101__ITER2","199-D5-101",2,4,0.0488766075719911,96.6316755240622,99.6843965732945,-45.3158377620311,71.5493015083338,-0.579360188646965,-0.000130315275595789,0.0149938165091788,0.825107931321181,34
"199-D5-103__ITER1","199-D5-103",1,66,0.0439772944833818,79.032623025896,81.767214685869,-36.516311512948,12.7072710751552,-0.0846257749621159,0.000145109192668606,0.0217693473703461,0.278788986346927,29
"199-D5-103__ITER2","199-D5-103",2,66,9.61258850296076e-11,19.2791303312078,21.4612152379244,-6.6395651656039,-19.9209636885705,-0.0607661344174971,0.00210409086948826,0.606673910751037,4.01549522110111e-22,22
"199-D5-103__ITER3","199-D5-103",3,66,2.22044604925031e-15,6.40404837238624,8.84180002212264,-0.202024186193121,55.9327619506217,0.0613876658084065,-0.0035069369753052,0.36418956865791,2.6632099670766e-74,25
"199-D5-103__ITER4","199-D5-103",4,66,2.86687562578436e-10,319.461173059239,325.149547232156,-156.73058652962,23.0797954945551,-0.0558480650610294,-0.000667398443055208,0.537787489572002,4.33490592488704e-13,127
"199-D5-104__ITER1","199-D5-104",1,44,0.490697196523243,114.693747082663,118.071505990891,-54.3468735413314,24.929949401956,-0.137898406134324,-1.19778554909919e-05,0.23755049189305,0.972699058264801,40
"199-D5-104__ITER2","199-D5-104",2,44,0,372.421400023622,380.001320365417,-183.210700011811,24.4742219265291,0.0488469592013465,-0.00144392913022212,0.368051979754027,1.426197459385e-290,327
"199-D5-123__ITER1","199-D5-123",1,0,0.268458212589203,59.3462168977394,60.3907393354628,-27.6731084488697,10.1158044774242,NA,-0.000289070407517563,NA,0.261458360054926,21
"199-D5-123__ITER2","199-D5-123",2,0,3.66373598126302e-15,35.622272712303,37.1486332369192,-15.8111363561515,17.9806256267217,NA,-0.000879429511921477,NA,4.29296034213669e-40,34
"199-D5-125__ITER1","199-D5-125",1,47,0.00677303430966314,49.7420632542161,51.7335278013241,-21.8710316271081,13.7162824248922,-0.0227319376822056,-0.0002325039924968,0.20665721006116,0.000367998768133443,20
"199-D5-125__ITER2","199-D5-125",2,47,0,28.9895729584632,32.2647452779159,-11.4947864792316,-29.9053245278904,0.432867272650486,-0.000974487847737302,0.0115527648897075,3.15453545091506e-21,38
"199-D5-127__ITER1","199-D5-127",1,90,0,91.2874660413015,96.352665027608,-42.6437330206508,54.697804573276,-0.178815185887996,-0.00187312796007145,0.000713437312576108,7.85604846047827e-109,93
"199-D5-127__ITER2","199-D5-127",2,77,0.311126129131636,321.956890903732,327.32115335798,-157.978445451866,18.6642145247883,-0.126295565313418,-0.000135479796705105,0.238792343089117,0.196800857419065,108
"199-D5-130__ITER1","199-D5-130",1,3,0,110.433047973066,115.905444869855,-52.2165239865332,22.8319129576785,-0.01510622093772,-0.00106070952114801,0.667482848959509,6.92495844763789e-138,114
"199-D5-130__ITER2","199-D5-130",2,44,0.0160057179235868,133.776012680404,137.559653276626,-63.8880063402022,-21.2987736719151,0.218690367787601,-0.000107902870791666,0.00577628340248331,0.510925791317888,49
"199-D5-131__ITER1","199-D5-131",1,2,0,-105.881006208725,-100.35665833913,55.9405031043625,34.1867298944197,-0.00583526801404431,-0.00173271684962618,0.802686159683546,0,117
"199-D5-131__ITER2","199-D5-131",2,27,0.00584238135975079,177.880618623973,182.198384790693,-85.9403093119867,-14.6343423842606,0.182503292483067,-0.000217673159768048,0.0164667262532261,0.0236003992533183,64
"199-D5-133__ITER1","199-D5-133",1,0,3.15779624671109e-11,76.1012248460393,77.8147969127436,-36.0506124230196,22.7720820571064,NA,-0.00124333061736189,NA,2.99417173760522e-18,41
"199-D5-133__ITER2","199-D5-133",2,0,0.0073402017922406,29.1861289912679,29.6710356410559,-12.593064495634,-37.6297964727086,NA,0.00204848582546942,NA,0.00163164551395836,12
"199-D5-14__ITER1","199-D5-14",1,55,0,-16.8019176477974,-13.4747943555381,11.4009588238987,29.3123519082042,0.0206370969039376,-0.00170466455033049,0.757120594769066,4.50019340001965e-207,39
"199-D5-14__ITER2","199-D5-14",2,55,0.968478577991914,34.1041779223985,34.8999684679952,-14.0520889611992,3.45354928656169,-0.00868193437876452,-2.79109431073228e-05,0.949321667666647,0.803191513618324,11
"199-D5-146__ITER1","199-D5-146",1,16,3.15075746160076e-07,120.61896146246,124.521448899623,-57.3094807312299,9.48025372680663,0.199106281476782,-0.00178415015078542,0.0713284695524758,1.58856800419181e-07,52
"199-D5-146__ITER2","199-D5-146",2,16,0.486924361512689,228.584569769936,233.348623039284,-111.292284884968,3.56820656820097,0.00880563734898382,-0.000129897764821016,0.905756643163879,0.258613586451357,80
"199-D5-146__ITER3","199-D5-146",3,16,0.207302494850513,98.5083256940973,101.56104674333,-46.2541628470487,53.6433293920732,-0.337259591378521,-0.000603223503075473,0.0863806708168307,0.248949758559445,34
"199-D5-149__ITER1","199-D5-149",1,31,0.0394491251130785,61.7832951701969,64.0542836020552,-27.8916475850984,25.569112361433,-0.195840836187969,2.68820176970338e-06,0.0108993043794026,0.978796268515549,23
"199-D5-149__ITER2","199-D5-149",2,31,0.703646708543205,30.6222077410335,31.2273779270216,-12.3111038705168,74.6842551879837,-0.441429475757513,-0.00103686326719543,0.579905336073594,0.466542549584612,10
"199-D5-15__ITER1","199-D5-15",1,42,0.0316207183884131,27.2603502965997,28.0561408421965,-10.6301751482999,-5.95055529640691,0.185790732854025,-0.000644676866178722,0.170825999897292,0.0595053313030512,11
"199-D5-15__ITER2","199-D5-15",2,42,1.14615339441571e-09,50.9688114839981,53.8367858929684,-22.4844057419991,-47.8667173765518,0.513492787522125,-0.000556480651228609,0.000467213328262742,7.64214908059713e-09,31
"199-D5-151__ITER1","199-D5-151",1,66,0.0112162612689271,70.6229106282034,73.2145843602121,-32.3114553141017,10.513418741363,0.0277047826651043,-0.000546194685369511,0.832740972193744,0.00522451765071753,27
"199-D5-151__ITER2","199-D5-151",2,66,0.537057823207918,61.3275259229519,63.4165707983988,-27.663762961476,11.9934921302083,-0.0127193983985406,-0.000345787924966464,0.89963690159115,0.26266313769397,21
"199-D5-153__ITER1","199-D5-153",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D5-153__ITER2","199-D5-153",2,25,0,181.721819368428,187.425879896267,-87.8609096842141,38.0960343766102,-0.151073066214195,-0.000976492082208572,0.0133741271843115,1.07988426032041e-94,128
"199-D5-16__ITER1","199-D5-16",1,64,0.0889039622333243,26.4847683717117,27.0899385576998,-10.2423841858558,18.8479618783278,-0.00784007416984173,-0.000849193113524301,0.94537304973159,0.0195698650959267,10
"199-D5-16__ITER2","199-D5-16",2,64,2.1785842019284e-09,45.3916053692137,48.1261970291866,-19.6958026846068,9.98704329729779,0.0275562953988996,-0.000587913559272165,0.827308085853325,3.67974914300028e-13,29
"199-D5-17__ITER1","199-D5-17",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D5-17__ITER2","199-D5-17",2,63,0.00196753363093649,41.5909867770781,43.3717302928705,-17.7954933885391,1.30071485980395,0.0499199760526532,-0.000288975713442031,0.765424007212948,0.000534012643569817,18
"199-D5-32__ITER1","199-D5-32",1,39,0,61.8536149124409,66.6912961280341,-27.9268074562205,17.0236918662691,0.256433347517526,-0.00301953719983279,3.56085346992823e-16,1.96605715266399e-127,83
"199-D5-32__ITER2","199-D5-32",2,14,0,393.512591795613,399.942463310831,-193.756295897806,33.5254406909062,-0.164071437615913,-0.000603203572095129,0.0130665941647115,2.10297928776988e-42,184
"199-D5-33__ITER1","199-D5-33",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D5-33__ITER2","199-D5-33",2,25,0.00197745094132873,75.9132958521029,78.7156906154272,-34.9566479260514,14.770898675731,-0.00272232758004721,-0.000793863122453624,0.993658709273759,0.00908521980074458,30
"199-D5-34__ITER1","199-D5-34",1,47,0.000153700590312278,53.5266107142754,55.8827183749713,-23.7633053571377,1.42969254609691,0.119925764861259,-0.000824806124569762,0.0299928782376603,4.29174080797786e-06,24
"199-D5-34__ITER2","199-D5-34",2,47,1.11181233986013e-06,77.7303845488692,80.8974224257815,-35.8651922744346,35.5940794164397,-0.410398841004461,0.00109495520436308,0.000664930752567575,9.20294330449028e-06,36
"199-D5-34__ITER3","199-D5-34",3,47,0,114.024741551028,119.97820903587,-54.0123707755142,36.9322273862119,-0.0482495540674391,-0.00153962401617352,0.182144058539128,8.11763121872899e-220,145
"199-D5-34__ITER4","199-D5-34",4,47,0.049859101681036,124.696081039327,128.309406018868,-59.3480405196635,1.03802683808628,0.0663745086722546,-0.000340253276112586,0.435549647049013,0.0294119054668566,45
"199-D5-36__ITER1","199-D5-36",1,16,0.753884885378197,29.1775596100308,29.7827297960189,-11.5887798050154,7.85171878018114,0.0154972016028063,-0.00062074714312231,0.971549422565564,0.519618463550719,10
"199-D5-36__ITER2","199-D5-36",2,16,0.00942797306796506,89.1986738630785,92.130145668678,-41.5993369315393,11.4403742338263,-0.0380281346141224,-0.00032596020336655,0.81802277486144,0.00550526361695067,32
"199-D5-37__ITER1","199-D5-37",1,9,0.977119494818558,31.278872854479,31.8840430404671,-12.6394364272395,6.12668348512403,-0.0130445338293949,-4.9496888306418e-05,0.899195967831955,0.840310000267019,10
"199-D5-37__ITER2","199-D5-37",2,9,0.0579356412047508,88.801117481962,91.7325892875615,-41.400558740981,13.5180801647441,-0.0738677944794885,-0.000176117107496868,0.616571779562733,0.021835713822484,32
"199-D5-38__ITER1","199-D5-38",1,39,1.04293337288563e-06,40.7018354598395,42.9728238916978,-17.3509177299197,52.1485795385061,-0.355430978314468,-0.000279740867637451,3.23178253868079e-13,0.0683851015076865,23
"199-D5-38__ITER2","199-D5-38",2,39,0.00567936474687425,82.5519695029739,85.4199439119442,-38.275984751487,70.503471102697,-0.552277843094458,-0.000237623040670412,0.000758049323234187,0.0119518251428712,31
"199-D5-39__ITER1","199-D5-39",1,32,0,257.806201217927,263.586899474371,-125.903100608964,17.9812319942232,-0.162303210053591,0.000606661865121299,2.46491034275401e-13,8.58112415236987e-30,133
"199-D5-39__ITER2","199-D5-39",2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D5-39__ITER3","199-D5-39",3,62,0,30.9982592798767,36.9654725232934,-12.4991296399384,36.6026033103327,0.0117525645555772,-0.00201955901502626,0.729668524321968,0,146
"199-D5-39__ITER4","199-D5-39",4,1,0.107215431913857,186.804697664844,191.122463831563,-90.4023488324219,36.995965469635,-0.303621571868497,5.58929460487118e-06,0.0324815776499583,0.974553793757627,64
"199-D5-41__ITER1","199-D5-41",1,23,0.0509529779072899,18.0253667886187,18.1842498719784,-6.01268339430937,43.9403805508875,-0.270909912586901,-0.000681731635406146,0.00732389920864105,0.0237087548962066,8
"199-D5-41__ITER2","199-D5-41",2,23,0.000819061241058905,44.3360588055328,46.2249367638657,-19.1680294027664,-84.81162563768,0.592966567984963,0.000948612197073286,0.138714095766579,3.73886234973532e-06,19
"199-D5-43__ITER1","199-D5-43",1,48,0.000183575821506188,51.0430164291009,53.3140048609592,-22.5215082145505,59.0004368166967,-0.421049775581892,-0.000238406473074558,8.62736087766816e-07,0.407066828070129,23
"199-D5-43__ITER2","199-D5-43",2,48,4.20382617605242e-11,51.3864483954579,54.3794635183909,-22.693224197729,-5.8205206235701,0.216181706688037,-0.000996314163822225,0.322508081091106,4.40351656097757e-11,33
"199-D5-44__ITER1","199-D5-44",1,2,0.00374541037066023,12.9881415556395,13.1470246389991,-3.49407077781974,375.009106121022,-3.33158093926155,0.00116198400960493,0.0703383101850666,0.419912866371651,8
"199-D5-44__ITER2","199-D5-44",2,2,2.33561140632332e-05,29.4851240699152,31.0303015143947,-11.7425620349576,-1.7842100971644,-0.079411672607911,0.000727586914195476,0.635453507778266,2.45724557512424e-10,16
"199-D5-92__ITER1","199-D5-92",1,22,0,263.276964009598,269.012032910509,-128.638482004799,31.7209521283237,-0.131462430346516,-0.000838877089278969,2.5946762346264e-06,9.56829670719453e-36,130
"199-D5-92__ITER2","199-D5-92",2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D5-92__ITER3","199-D5-92",3,9,0,420.289355346713,426.64165481186,-207.144677673356,78.4381466096978,-0.580013771126201,-0.000487474917634395,1.03174714940614e-18,5.71207841481016e-25,177
"199-D5-97__ITER1","199-D5-97",1,61,0.0400513626835511,56.1356397840612,58.224684659508,-25.0678198920306,18.8437827550898,-0.0555854129933919,-0.000421949123723685,0.204602142217854,0.0121075367104483,21
"199-D5-97__ITER2","199-D5-97",2,61,0,116.160991350974,120.657981835073,-55.0804956754872,1.93706793564322,0.151216973060056,-0.00102238516204956,0.218144470983442,3.82926951455184e-24,70
"199-D7-3__ITER1","199-D7-3",1,22,0,57.1818692102672,61.4361379803574,-25.5909346051336,40.7296288502737,-0.146694855720592,-0.00127080802597517,2.60495807891821e-09,4.05394732670517e-84,62
"199-D7-3__ITER2","199-D7-3",2,19,0.143203758081613,380.213645194411,385.917705722251,-187.106822597206,-20.8505938280213,0.183674880842608,3.90747373784456e-05,0.0480999513436308,0.599325182259449,128
"199-D8-4__ITER1","199-D8-4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D8-4__ITER2","199-D8-4",2,7,2.22044604925031e-16,58.1427419620914,61.6651421934785,-26.0713709810457,47.4724728057462,-0.18750086168824,-0.0012922862007403,0.140922307556169,3.57224952367279e-36,43
"199-D8-5__ITER1","199-D8-5",1,7,0.0530411359382622,22.6074712433767,23.0019203980492,-8.30373562168837,50.6998279389736,-0.391637892881229,9.59722377749239e-05,0.00405479564332068,0.700452735755899,9
"199-D8-5__ITER2","199-D8-5",2,7,0.000111725016337383,71.5566461317476,74.4246205407179,-32.7783230658738,-19.7717863763132,0.249533664547999,-0.000453739340224372,0.330633600253174,9.3058341060105e-05,31
"199-D8-53__ITER1","199-D8-53",1,1,3.4995654707437e-08,62.2983945863528,65.2914097092857,-28.1491972931764,85.7208620156081,-0.684195981102083,-9.58164129040189e-05,8.46656185427319e-15,0.615634320605395,33
"199-D8-53__ITER2","199-D8-53",2,1,0.000143306937952503,431.476941844752,437.511501518382,-212.738470922376,14.3375933001082,-0.0698192567752512,-0.00024449611907516,0.393523837051319,1.50562031661851e-05,151
"199-D8-54A__ITER1","199-D8-54A",1,1,2.70444718986074e-06,76.6699074685923,79.7806035915711,-35.3349537342961,74.5576287536903,-0.567605328429883,-0.000253770961477537,1.05439518464684e-09,0.205015943679475,35
"199-D8-54A__ITER2","199-D8-54A",2,1,0.00211900367547424,61.6127582668972,64.0505099166336,-27.8063791334486,56.1729541639278,-0.415268070706487,-0.000281209596558394,0.0311284741690677,9.32795813556774e-05,25
"199-D8-54B__ITER1","199-D8-54B",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199-D8-54B__ITER2","199-D8-54B",2,0,4.96279158807011e-05,51.7933873241079,52.9288815400371,-23.896693662054,-2.61515711885931,NA,0.000253126529432529,NA,1.24137196240724e-06,23
"199-D8-6__ITER1","199-D8-6",1,12,0.0348069812902491,18.918890789213,19.0777738725727,-6.45944539460649,-38.1895104266651,0.369265500728983,-9.73231579309431e-07,0.00187171890389162,0.996533331871498,8
"199-D8-6__ITER2","199-D8-6",2,12,0,26.417411109241,29.8445552426496,-10.2087055546205,97.2248487276591,-0.592159429105729,-0.00142825764062426,6.75674172385977e-09,6.49330083762326e-74,41
"199-D8-69__ITER1","199-D8-69",1,1,0.0035246684720619,17.184908481537,17.5793576362095,-5.59245424076851,100.366855130309,-0.928129700875019,0.000849683220699181,6.48042908160048e-05,0.247208980756661,9
"199-D8-69__ITER2","199-D8-69",2,1,1.21014309684142e-14,487.828900836577,494.269612486733,-240.914450418288,48.6692974898636,-0.341060417158222,-0.000392160807174998,5.25325060892122e-07,3.26559599176129e-17,185
